Water level predictions and measurements
from NOAA gage 8728690 (Apalachicola, 
Florida) for a three-week period surrounding
Hurricane Michael in October 2018. The
timestamps are formatted as YYYYMMDDhhmm in
Greenwich Mean Time. WL_predict_m are the
harmonic tide predictions in meters relative
to NAVD88. WL_measured_m are the water level
measurements in meters relative to NAVD88.
*
TimeGMT WL_predict_m WL_measured_m
201810131900 -0.121 -0.050
201810131906 -0.116 -0.042
201810131912 -0.111 -0.033
201810131918 -0.106 -0.025
201810131924 -0.100 -0.014
201810131930 -0.094 -0.005
201810131936 -0.087 0.003
201810131942 -0.080 0.015
201810131948 -0.073 0.026
201810131954 -0.065 0.034
201810132000 -0.057 0.042
201810132006 -0.049 0.054
201810132012 -0.041 0.068
201810132018 -0.032 0.079
201810132024 -0.023 0.091
201810132030 -0.013 0.102
201810132036 -0.004 0.112
201810132042 0.006 0.124
201810132048 0.016 0.133
201810132054 0.026 0.145
201810132100 0.036 0.160
201810132106 0.047 0.171
201810132112 0.057 0.186
201810132118 0.067 0.197
201810132124 0.078 0.206
201810132130 0.088 0.220
201810132136 0.099 0.235
201810132142 0.109 0.246
201810132148 0.119 0.258
201810132154 0.129 0.270
201810132200 0.139 0.280
201810132206 0.148 0.290
201810132212 0.158 0.302
201810132218 0.167 0.311
201810132224 0.176 0.320
201810132230 0.185 0.331
201810132236 0.193 0.345
201810132242 0.201 0.352
201810132248 0.209 0.359
201810132254 0.216 0.364
201810132300 0.223 0.368
201810132306 0.229 0.371
201810132312 0.236 0.378
201810132318 0.241 0.383
201810132324 0.247 0.388
201810132330 0.252 0.392
201810132336 0.257 0.393
201810132342 0.261 0.395
201810132348 0.265 0.401
201810132354 0.269 0.404
201810140000 0.272 0.404
201810140006 0.275 0.406
201810140012 0.278 0.406
201810140018 0.280 0.408
201810140024 0.282 0.406
201810140030 0.284 0.408
201810140036 0.285 0.410
201810140042 0.286 0.410
201810140048 0.287 0.409
201810140054 0.288 0.408
201810140100 0.288 0.406
201810140106 0.289 0.407
201810140112 0.289 0.408
201810140118 0.288 0.405
201810140124 0.288 0.404
201810140130 0.287 0.407
201810140136 0.286 0.403
201810140142 0.285 0.399
201810140148 0.284 0.395
201810140154 0.283 0.395
201810140200 0.281 0.396
201810140206 0.279 0.393
201810140212 0.277 0.393
201810140218 0.275 0.394
201810140224 0.273 0.393
201810140230 0.270 0.392
201810140236 0.268 0.389
201810140242 0.265 0.386
201810140248 0.263 0.384
201810140254 0.260 0.383
201810140300 0.257 0.377
201810140306 0.254 0.375
201810140312 0.251 0.378
201810140318 0.248 0.375
201810140324 0.245 0.370
201810140330 0.242 0.367
201810140336 0.239 0.363
201810140342 0.236 0.356
201810140348 0.233 0.351
201810140354 0.230 0.351
201810140400 0.227 0.351
201810140406 0.225 0.343
201810140412 0.222 0.340
201810140418 0.220 0.341
201810140424 0.218 0.343
201810140430 0.216 0.337
201810140436 0.214 0.337
201810140442 0.213 0.334
201810140448 0.212 0.330
201810140454 0.210 0.330
201810140500 0.210 0.328
201810140506 0.209 0.323
201810140512 0.209 0.323
201810140518 0.209 0.320
201810140524 0.209 0.318
201810140530 0.209 0.318
201810140536 0.210 0.319
201810140542 0.211 0.316
201810140548 0.212 0.316
201810140554 0.213 0.314
201810140600 0.215 0.316
201810140606 0.217 0.315
201810140612 0.219 0.319
201810140618 0.221 0.318
201810140624 0.224 0.316
201810140630 0.226 0.318
201810140636 0.229 0.314
201810140642 0.232 0.318
201810140648 0.235 0.321
201810140654 0.239 0.325
201810140700 0.242 0.331
201810140706 0.246 0.335
201810140712 0.250 0.341
201810140718 0.254 0.345
201810140724 0.258 0.347
201810140730 0.262 0.349
201810140736 0.266 0.353
201810140742 0.270 0.357
201810140748 0.274 0.358
201810140754 0.279 0.364
201810140800 0.283 0.370
201810140806 0.288 0.372
201810140812 0.292 0.382
201810140818 0.297 0.388
201810140824 0.301 0.392
201810140830 0.306 0.397
201810140836 0.310 0.402
201810140842 0.315 0.412
201810140848 0.319 0.419
201810140854 0.323 0.419
201810140900 0.327 0.422
201810140906 0.331 0.426
201810140912 0.335 0.430
201810140918 0.338 0.434
201810140924 0.342 0.442
201810140930 0.345 0.441
201810140936 0.348 0.440
201810140942 0.350 0.444
201810140948 0.353 0.445
201810140954 0.355 0.444
201810141000 0.356 0.442
201810141006 0.357 0.443
201810141012 0.358 0.444
201810141018 0.359 0.441
201810141024 0.359 0.443
201810141030 0.359 0.444
201810141036 0.358 0.441
201810141042 0.357 0.439
201810141048 0.355 0.442
201810141054 0.353 0.436
201810141100 0.350 0.432
201810141106 0.347 0.431
201810141112 0.344 0.431
201810141118 0.340 0.427
201810141124 0.336 0.428
201810141130 0.331 0.427
201810141136 0.326 0.422
201810141142 0.321 0.415
201810141148 0.315 0.413
201810141154 0.309 0.407
201810141200 0.302 0.401
201810141206 0.296 0.394
201810141212 0.289 0.392
201810141218 0.281 0.388
201810141224 0.274 0.385
201810141230 0.266 0.382
201810141236 0.258 0.375
201810141242 0.250 0.368
201810141248 0.242 0.360
201810141254 0.234 0.354
201810141300 0.225 0.351
201810141306 0.217 0.351
201810141312 0.208 0.345
201810141318 0.200 0.339
201810141324 0.191 0.332
201810141330 0.182 0.329
201810141336 0.173 0.321
201810141342 0.164 0.312
201810141348 0.156 0.305
201810141354 0.147 0.296
201810141400 0.138 0.286
201810141406 0.129 0.280
201810141412 0.120 0.267
201810141418 0.111 0.258
201810141424 0.102 0.248
201810141430 0.094 0.236
201810141436 0.085 0.221
201810141442 0.076 0.210
201810141448 0.067 0.203
201810141454 0.059 0.196
201810141500 0.050 0.182
201810141506 0.042 0.167
201810141512 0.033 0.156
201810141518 0.025 0.150
201810141524 0.016 0.140
201810141530 0.008 0.129
201810141536 0.000 0.122
201810141542 -0.008 0.111
201810141548 -0.016 0.101
201810141554 -0.023 0.090
201810141600 -0.031 0.081
201810141606 -0.038 0.067
201810141612 -0.045 0.056
201810141618 -0.052 0.045
201810141624 -0.059 0.037
201810141630 -0.065 0.033
201810141636 -0.071 0.027
201810141642 -0.077 0.018
201810141648 -0.083 0.012
201810141654 -0.088 0.010
201810141700 -0.094 0.005
201810141706 -0.098 0.000
201810141712 -0.103 -0.005
201810141718 -0.107 -0.012
201810141724 -0.111 -0.019
201810141730 -0.115 -0.023
201810141736 -0.118 -0.027
201810141742 -0.121 -0.028
201810141748 -0.124 -0.032
201810141754 -0.126 -0.034
201810141800 -0.128 -0.036
201810141806 -0.130 -0.033
201810141812 -0.132 -0.031
201810141818 -0.133 -0.033
201810141824 -0.134 -0.032
201810141830 -0.134 -0.030
201810141836 -0.135 -0.031
201810141842 -0.135 -0.033
201810141848 -0.134 -0.030
201810141854 -0.134 -0.027
201810141900 -0.133 -0.023
201810141906 -0.132 -0.019
201810141912 -0.130 -0.016
201810141918 -0.128 -0.010
201810141924 -0.126 -0.004
201810141930 -0.123 -0.001
201810141936 -0.121 0.003
201810141942 -0.117 0.007
201810141948 -0.114 0.013
201810141954 -0.110 0.022
201810142000 -0.106 0.032
201810142006 -0.102 0.045
201810142012 -0.097 0.055
201810142018 -0.092 0.063
201810142024 -0.086 0.074
201810142030 -0.080 0.084
201810142036 -0.074 0.093
201810142042 -0.068 0.103
201810142048 -0.061 0.110
201810142054 -0.054 0.121
201810142100 -0.046 0.134
201810142106 -0.039 0.145
201810142112 -0.031 0.153
201810142118 -0.023 0.161
201810142124 -0.014 0.169
201810142130 -0.006 0.181
201810142136 0.003 0.195
201810142142 0.012 0.205
201810142148 0.021 0.215
201810142154 0.030 0.228
201810142200 0.040 0.238
201810142206 0.049 0.247
201810142212 0.058 0.254
201810142218 0.067 0.263
201810142224 0.077 0.271
201810142230 0.086 0.280
201810142236 0.095 0.293
201810142242 0.104 0.306
201810142248 0.113 0.316
201810142254 0.122 0.326
201810142300 0.130 0.334
201810142306 0.139 0.341
201810142312 0.147 0.346
201810142318 0.155 0.355
201810142324 0.163 0.362
201810142330 0.170 0.371
201810142336 0.177 0.375
201810142342 0.184 0.382
201810142348 0.191 0.389
201810142354 0.197 0.397
201810150000 0.204 0.399
201810150006 0.209 0.401
201810150012 0.215 0.407
201810150018 0.220 0.411
201810150024 0.225 0.414
201810150030 0.230 0.418
201810150036 0.235 0.424
201810150042 0.239 0.427
201810150048 0.243 0.430
201810150054 0.247 0.433
201810150100 0.250 0.437
201810150106 0.253 0.437
201810150112 0.256 0.435
201810150118 0.259 0.436
201810150124 0.261 0.436
201810150130 0.264 0.436
201810150136 0.265 0.437
201810150142 0.267 0.438
201810150148 0.269 0.437
201810150154 0.270 0.435
201810150200 0.271 0.435
201810150206 0.271 0.436
201810150212 0.272 0.432
201810150218 0.272 0.431
201810150224 0.272 0.432
201810150230 0.272 0.432
201810150236 0.271 0.432
201810150242 0.271 0.432
201810150248 0.270 0.437
201810150254 0.268 0.436
201810150300 0.267 0.434
201810150306 0.266 0.430
201810150312 0.264 0.427
201810150318 0.262 0.426
201810150324 0.260 0.424
201810150330 0.258 0.424
201810150336 0.255 0.424
201810150342 0.253 0.422
201810150348 0.251 0.420
201810150354 0.248 0.421
201810150400 0.246 0.422
201810150406 0.243 0.421
201810150412 0.240 0.418
201810150418 0.238 0.416
201810150424 0.235 0.417
201810150430 0.233 0.416
201810150436 0.231 0.415
201810150442 0.228 0.412
201810150448 0.226 0.413
201810150454 0.224 0.410
201810150500 0.222 0.407
201810150506 0.221 0.405
201810150512 0.219 0.404
201810150518 0.218 0.399
201810150524 0.217 0.396
201810150530 0.216 0.391
201810150536 0.215 0.390
201810150542 0.215 0.390
201810150548 0.214 0.391
201810150554 0.214 0.390
201810150600 0.214 0.387
201810150606 0.215 0.384
201810150612 0.215 0.386
201810150618 0.216 0.382
201810150624 0.217 0.382
201810150630 0.218 0.379
201810150636 0.219 0.382
201810150642 0.220 0.384
201810150648 0.222 0.383
201810150654 0.224 0.381
201810150700 0.226 0.382
201810150706 0.228 0.385
201810150712 0.230 0.384
201810150718 0.232 0.386
201810150724 0.234 0.388
201810150730 0.237 0.393
201810150736 0.240 0.397
201810150742 0.242 0.404
201810150748 0.245 0.414
201810150754 0.248 0.420
201810150800 0.251 0.420
201810150806 0.254 0.421
201810150812 0.257 0.421
201810150818 0.261 0.421
201810150824 0.264 0.421
201810150830 0.267 0.425
201810150836 0.271 0.428
201810150842 0.274 0.429
201810150848 0.278 0.432
201810150854 0.281 0.440
201810150900 0.284 0.445
201810150906 0.288 0.448
201810150912 0.291 0.450
201810150918 0.295 0.455
201810150924 0.298 0.456
201810150930 0.301 0.456
201810150936 0.305 0.457
201810150942 0.308 0.457
201810150948 0.311 0.457
201810150954 0.313 0.455
201810151000 0.316 0.458
201810151006 0.318 0.460
201810151012 0.321 0.457
201810151018 0.323 0.459
201810151024 0.324 0.458
201810151030 0.326 0.459
201810151036 0.327 0.457
201810151042 0.328 0.454
201810151048 0.329 0.450
201810151054 0.329 0.448
201810151100 0.329 0.447
201810151106 0.329 0.446
201810151112 0.328 0.446
201810151118 0.327 0.442
201810151124 0.325 0.436
201810151130 0.324 0.433
201810151136 0.321 0.430
201810151142 0.319 0.426
201810151148 0.316 0.423
201810151154 0.313 0.419
201810151200 0.309 0.412
201810151206 0.305 0.407
201810151212 0.301 0.404
201810151218 0.297 0.400
201810151224 0.292 0.393
201810151230 0.287 0.389
201810151236 0.282 0.385
201810151242 0.276 0.379
201810151248 0.270 0.372
201810151254 0.264 0.366
201810151300 0.258 0.360
201810151306 0.252 0.354
201810151312 0.245 0.348
201810151318 0.239 0.339
201810151324 0.232 0.333
201810151330 0.225 0.327
201810151336 0.218 0.319
201810151342 0.211 0.313
201810151348 0.203 0.305
201810151354 0.196 0.300
201810151400 0.189 0.293
201810151406 0.181 0.286
201810151412 0.174 0.281
201810151418 0.166 0.275
201810151424 0.158 0.270
201810151430 0.151 0.263
201810151436 0.143 0.252
201810151442 0.135 0.241
201810151448 0.127 0.230
201810151454 0.119 0.221
201810151500 0.111 0.215
201810151506 0.103 0.204
201810151512 0.095 0.193
201810151518 0.087 0.184
201810151524 0.080 0.175
201810151530 0.072 0.166
201810151536 0.064 0.157
201810151542 0.056 0.147
201810151548 0.048 0.138
201810151554 0.041 0.129
201810151600 0.033 0.122
201810151606 0.025 0.113
201810151612 0.018 0.106
201810151618 0.011 0.098
201810151624 0.004 0.091
201810151630 -0.003 0.081
201810151636 -0.010 0.073
201810151642 -0.017 0.066
201810151648 -0.024 0.060
201810151654 -0.030 0.053
201810151700 -0.036 0.044
201810151706 -0.042 0.037
201810151712 -0.048 0.032
201810151718 -0.053 0.027
201810151724 -0.059 0.019
201810151730 -0.064 0.015
201810151736 -0.069 0.009
201810151742 -0.073 0.004
201810151748 -0.078 0.000
201810151754 -0.082 -0.001
201810151800 -0.086 -0.001
201810151806 -0.089 -0.005
201810151812 -0.093 -0.007
201810151818 -0.096 -0.008
201810151824 -0.099 -0.013
201810151830 -0.102 -0.015
201810151836 -0.104 -0.017
201810151842 -0.106 -0.017
201810151848 -0.108 -0.022
201810151854 -0.110 -0.026
201810151900 -0.112 -0.026
201810151906 -0.113 -0.023
201810151912 -0.114 -0.027
201810151918 -0.115 -0.029
201810151924 -0.116 -0.025
201810151930 -0.116 -0.023
201810151936 -0.117 -0.021
201810151942 -0.116 -0.023
201810151948 -0.116 -0.019
201810151954 -0.116 -0.014
201810152000 -0.115 -0.014
201810152006 -0.114 -0.009
201810152012 -0.113 -0.001
201810152018 -0.111 0.001
201810152024 -0.109 0.005
201810152030 -0.107 0.013
201810152036 -0.104 0.021
201810152042 -0.102 0.026
201810152048 -0.099 0.029
201810152054 -0.095 0.035
201810152100 -0.091 0.042
201810152106 -0.087 0.049
201810152112 -0.083 0.057
201810152118 -0.078 0.067
201810152124 -0.073 0.077
201810152130 -0.068 0.087
201810152136 -0.063 0.097
201810152142 -0.057 0.107
201810152148 -0.051 0.117
201810152154 -0.044 0.124
201810152200 -0.038 0.136
201810152206 -0.031 0.144
201810152212 -0.024 0.154
201810152218 -0.017 0.164
201810152224 -0.009 0.174
201810152230 -0.002 0.184
201810152236 0.006 0.195
201810152242 0.014 0.206
201810152248 0.022 0.216
201810152254 0.030 0.224
201810152300 0.038 0.233
201810152306 0.046 0.245
201810152312 0.055 0.253
201810152318 0.063 0.264
201810152324 0.071 0.275
201810152330 0.079 0.285
201810152336 0.087 0.293
201810152342 0.095 0.304
201810152348 0.103 0.312
201810152354 0.111 0.316
201810160000 0.119 0.322
201810160006 0.127 0.326
201810160012 0.134 0.331
201810160018 0.141 0.340
201810160024 0.149 0.347
201810160030 0.156 0.354
201810160036 0.163 0.359
201810160042 0.169 0.366
201810160048 0.176 0.373
201810160054 0.182 0.378
201810160100 0.188 0.384
201810160106 0.194 0.387
201810160112 0.200 0.389
201810160118 0.205 0.391
201810160124 0.211 0.392
201810160130 0.216 0.394
201810160136 0.220 0.396
201810160142 0.225 0.398
201810160148 0.229 0.404
201810160154 0.233 0.406
201810160200 0.237 0.409
201810160206 0.241 0.413
201810160212 0.244 0.413
201810160218 0.247 0.415
201810160224 0.250 0.416
201810160230 0.252 0.418
201810160236 0.254 0.419
201810160242 0.256 0.421
201810160248 0.258 0.422
201810160254 0.259 0.426
201810160300 0.260 0.427
201810160306 0.261 0.426
201810160312 0.261 0.427
201810160318 0.261 0.426
201810160324 0.261 0.425
201810160330 0.261 0.423
201810160336 0.261 0.422
201810160342 0.260 0.426
201810160348 0.259 0.425
201810160354 0.258 0.423
201810160400 0.257 0.424
201810160406 0.255 0.426
201810160412 0.254 0.426
201810160418 0.252 0.424
201810160424 0.250 0.426
201810160430 0.248 0.429
201810160436 0.246 0.424
201810160442 0.244 0.419
201810160448 0.242 0.424
201810160454 0.240 0.425
201810160500 0.238 0.422
201810160506 0.236 0.420
201810160512 0.234 0.418
201810160518 0.232 0.418
201810160524 0.230 0.413
201810160530 0.228 0.413
201810160536 0.227 0.412
201810160542 0.225 0.406
201810160548 0.224 0.403
201810160554 0.222 0.402
201810160600 0.221 0.404
201810160606 0.220 0.400
201810160612 0.219 0.401
201810160618 0.218 0.403
201810160624 0.217 0.403
201810160630 0.217 0.399
201810160636 0.216 0.398
201810160642 0.216 0.399
201810160648 0.216 0.398
201810160654 0.216 0.395
201810160700 0.216 0.394
201810160706 0.216 0.393
201810160712 0.217 0.395
201810160718 0.217 0.398
201810160724 0.218 0.399
201810160730 0.219 0.400
201810160736 0.219 0.403
201810160742 0.220 0.403
201810160748 0.222 0.403
201810160754 0.223 0.403
201810160800 0.224 0.410
201810160806 0.225 0.411
201810160812 0.227 0.412
201810160818 0.229 0.415
201810160824 0.230 0.417
201810160830 0.232 0.417
201810160836 0.234 0.420
201810160842 0.236 0.425
201810160848 0.238 0.423
201810160854 0.240 0.420
201810160900 0.242 0.426
201810160906 0.244 0.426
201810160912 0.246 0.428
201810160918 0.249 0.429
201810160924 0.251 0.440
201810160930 0.253 0.440
201810160936 0.256 0.437
201810160942 0.258 0.438
201810160948 0.261 0.447
201810160954 0.263 0.446
201810161000 0.265 0.445
201810161006 0.268 0.455
201810161012 0.270 0.455
201810161018 0.272 0.450
201810161024 0.274 0.453
201810161030 0.276 0.453
201810161036 0.278 0.453
201810161042 0.280 0.450
201810161048 0.282 0.450
201810161054 0.283 0.454
201810161100 0.285 0.452
201810161106 0.286 0.452
201810161112 0.287 0.456
201810161118 0.288 0.452
201810161124 0.288 0.448
201810161130 0.289 0.449
201810161136 0.289 0.449
201810161142 0.289 0.450
201810161148 0.289 0.451
201810161154 0.288 0.448
201810161200 0.287 0.448
201810161206 0.286 0.445
201810161212 0.285 0.443
201810161218 0.284 0.448
201810161224 0.282 0.444
201810161230 0.280 0.439
201810161236 0.278 0.441
201810161242 0.275 0.443
201810161248 0.273 0.440
201810161254 0.270 0.440
201810161300 0.267 0.440
201810161306 0.263 0.437
201810161312 0.260 0.435
201810161318 0.256 0.435
201810161324 0.252 0.435
201810161330 0.248 0.433
201810161336 0.243 0.429
201810161342 0.239 0.430
201810161348 0.234 0.427
201810161354 0.229 0.424
201810161400 0.224 0.421
201810161406 0.219 0.414
201810161412 0.213 0.409
201810161418 0.208 0.402
201810161424 0.202 0.396
201810161430 0.196 0.392
201810161436 0.190 0.388
201810161442 0.184 0.381
201810161448 0.178 0.375
201810161454 0.172 0.368
201810161500 0.166 0.363
201810161506 0.159 0.358
201810161512 0.153 0.355
201810161518 0.146 0.347
201810161524 0.140 0.339
201810161530 0.133 0.332
201810161536 0.126 0.324
201810161542 0.120 0.315
201810161548 0.113 0.305
201810161554 0.106 0.292
201810161600 0.099 0.281
201810161606 0.092 0.271
201810161612 0.086 0.261
201810161618 0.079 0.252
201810161624 0.072 0.243
201810161630 0.065 0.231
201810161636 0.059 0.222
201810161642 0.052 0.213
201810161648 0.046 0.208
201810161654 0.039 0.199
201810161700 0.033 0.189
201810161706 0.027 0.180
201810161712 0.021 0.175
201810161718 0.015 0.168
201810161724 0.009 0.162
201810161730 0.003 0.153
201810161736 -0.002 0.147
201810161742 -0.008 0.140
201810161748 -0.013 0.136
201810161754 -0.018 0.130
201810161800 -0.023 0.125
201810161806 -0.028 0.120
201810161812 -0.033 0.114
201810161818 -0.038 0.111
201810161824 -0.042 0.106
201810161830 -0.046 0.101
201810161836 -0.050 0.097
201810161842 -0.054 0.094
201810161848 -0.058 0.091
201810161854 -0.062 0.089
201810161900 -0.065 0.086
201810161906 -0.069 0.084
201810161912 -0.072 0.078
201810161918 -0.075 0.076
201810161924 -0.078 0.073
201810161930 -0.080 0.074
201810161936 -0.083 0.073
201810161942 -0.085 0.072
201810161948 -0.087 0.070
201810161954 -0.089 0.067
201810162000 -0.091 0.067
201810162006 -0.093 0.068
201810162012 -0.094 0.069
201810162018 -0.096 0.073
201810162024 -0.097 0.075
201810162030 -0.098 0.074
201810162036 -0.098 0.073
201810162042 -0.099 0.075
201810162048 -0.099 0.076
201810162054 -0.099 0.077
201810162100 -0.098 0.081
201810162106 -0.098 0.085
201810162112 -0.097 0.084
201810162118 -0.096 0.088
201810162124 -0.095 0.096
201810162130 -0.093 0.096
201810162136 -0.091 0.095
201810162142 -0.089 0.102
201810162148 -0.086 0.108
201810162154 -0.084 0.110
201810162200 -0.081 0.114
201810162206 -0.077 0.121
201810162212 -0.074 0.128
201810162218 -0.070 0.128
201810162224 -0.066 0.133
201810162230 -0.061 0.141
201810162236 -0.056 0.148
201810162242 -0.051 0.153
201810162248 -0.046 0.162
201810162254 -0.041 0.172
201810162300 -0.035 0.177
201810162306 -0.029 0.181
201810162312 -0.023 0.193
201810162318 -0.016 0.204
201810162324 -0.009 0.207
201810162330 -0.003 0.214
201810162336 0.004 0.226
201810162342 0.012 0.234
201810162348 0.019 0.242
201810162354 0.026 0.252
201810170000 0.034 0.260
201810170006 0.041 0.269
201810170012 0.049 0.277
201810170018 0.057 0.288
201810170024 0.065 0.293
201810170030 0.073 0.296
201810170036 0.081 0.302
201810170042 0.088 0.313
201810170048 0.096 0.321
201810170054 0.104 0.328
201810170100 0.112 0.336
201810170106 0.120 0.343
201810170112 0.127 0.349
201810170118 0.135 0.358
201810170124 0.142 0.363
201810170130 0.149 0.370
201810170136 0.157 0.376
201810170142 0.163 0.381
201810170148 0.170 0.387
201810170154 0.177 0.393
201810170200 0.183 0.400
201810170206 0.189 0.404
201810170212 0.195 0.405
201810170218 0.201 0.411
201810170224 0.206 0.416
201810170230 0.211 0.421
201810170236 0.216 0.429
201810170242 0.221 0.430
201810170248 0.225 0.435
201810170254 0.229 0.439
201810170300 0.233 0.444
201810170306 0.236 0.446
201810170312 0.240 0.447
201810170318 0.243 0.447
201810170324 0.245 0.449
201810170330 0.247 0.452
201810170336 0.249 0.451
201810170342 0.251 0.452
201810170348 0.253 0.452
201810170354 0.254 0.452
201810170400 0.255 0.456
201810170406 0.255 0.456
201810170412 0.256 0.456
201810170418 0.256 0.455
201810170424 0.256 0.452
201810170430 0.256 0.454
201810170436 0.255 0.456
201810170442 0.255 0.455
201810170448 0.254 0.451
201810170454 0.253 0.449
201810170500 0.252 0.450
201810170506 0.251 0.447
201810170512 0.250 0.447
201810170518 0.248 0.451
201810170524 0.247 0.447
201810170530 0.245 0.444
201810170536 0.243 0.441
201810170542 0.242 0.441
201810170548 0.240 0.440
201810170554 0.238 0.442
201810170600 0.236 0.439
201810170606 0.235 0.435
201810170612 0.233 0.434
201810170618 0.231 0.437
201810170624 0.229 0.439
201810170630 0.228 0.436
201810170636 0.226 0.437
201810170642 0.224 0.435
201810170648 0.223 0.429
201810170654 0.221 0.430
201810170700 0.220 0.429
201810170706 0.218 0.431
201810170712 0.217 0.429
201810170718 0.216 0.426
201810170724 0.214 0.428
201810170730 0.213 0.430
201810170736 0.212 0.427
201810170742 0.211 0.428
201810170748 0.211 0.426
201810170754 0.210 0.428
201810170800 0.209 0.429
201810170806 0.209 0.434
201810170812 0.208 0.431
201810170818 0.208 0.430
201810170824 0.208 0.435
201810170830 0.208 0.433
201810170836 0.208 0.435
201810170842 0.208 0.438
201810170848 0.208 0.442
201810170854 0.208 0.444
201810170900 0.209 0.442
201810170906 0.209 0.446
201810170912 0.210 0.449
201810170918 0.210 0.449
201810170924 0.211 0.452
201810170930 0.212 0.453
201810170936 0.213 0.451
201810170942 0.214 0.450
201810170948 0.215 0.450
201810170954 0.216 0.447
201810171000 0.217 0.447
201810171006 0.218 0.454
201810171012 0.219 0.455
201810171018 0.221 0.455
201810171024 0.222 0.456
201810171030 0.223 0.459
201810171036 0.225 0.457
201810171042 0.226 0.456
201810171048 0.227 0.455
201810171054 0.229 0.458
201810171100 0.230 0.453
201810171106 0.231 0.451
201810171112 0.233 0.451
201810171118 0.234 0.457
201810171124 0.235 0.456
201810171130 0.237 0.460
201810171136 0.238 0.465
201810171142 0.239 0.467
201810171148 0.240 0.470
201810171154 0.241 0.472
201810171200 0.242 0.471
201810171206 0.243 0.470
201810171212 0.244 0.469
201810171218 0.245 0.467
201810171224 0.245 0.467
201810171230 0.246 0.470
201810171236 0.246 0.466
201810171242 0.246 0.464
201810171248 0.246 0.465
201810171254 0.246 0.461
201810171300 0.246 0.461
201810171306 0.246 0.460
201810171312 0.245 0.462
201810171318 0.245 0.458
201810171324 0.244 0.455
201810171330 0.243 0.458
201810171336 0.242 0.456
201810171342 0.240 0.454
201810171348 0.239 0.452
201810171354 0.237 0.454
201810171400 0.235 0.446
201810171406 0.233 0.441
201810171412 0.230 0.437
201810171418 0.228 0.436
201810171424 0.225 0.430
201810171430 0.222 0.429
201810171436 0.219 0.427
201810171442 0.215 0.428
201810171448 0.212 0.426
201810171454 0.208 0.421
201810171500 0.204 0.417
201810171506 0.200 0.414
201810171512 0.196 0.411
201810171518 0.192 0.410
201810171524 0.187 0.406
201810171530 0.183 0.401
201810171536 0.178 0.394
201810171542 0.173 0.388
201810171548 0.168 0.382
201810171554 0.163 0.376
201810171600 0.158 0.366
201810171606 0.153 0.362
201810171612 0.147 0.359
201810171618 0.142 0.354
201810171624 0.137 0.346
201810171630 0.131 0.341
201810171636 0.126 0.336
201810171642 0.120 0.327
201810171648 0.115 0.317
201810171654 0.109 0.316
201810171700 0.104 0.305
201810171706 0.098 0.298
201810171712 0.093 0.289
201810171718 0.088 0.281
201810171724 0.082 0.273
201810171730 0.077 0.270
201810171736 0.071 0.265
201810171742 0.066 0.259
201810171748 0.061 0.251
201810171754 0.055 0.246
201810171800 0.050 0.240
201810171806 0.045 0.233
201810171812 0.040 0.224
201810171818 0.034 0.220
201810171824 0.029 0.217
201810171830 0.024 0.211
201810171836 0.019 0.207
201810171842 0.014 0.204
201810171848 0.010 0.202
201810171854 0.005 0.196
201810171900 0.000 0.189
201810171906 -0.005 0.180
201810171912 -0.009 0.176
201810171918 -0.014 0.171
201810171924 -0.018 0.167
201810171930 -0.023 0.162
201810171936 -0.027 0.156
201810171942 -0.031 0.154
201810171948 -0.035 0.151
201810171954 -0.039 0.152
201810172000 -0.043 0.145
201810172006 -0.047 0.141
201810172012 -0.050 0.141
201810172018 -0.054 0.141
201810172024 -0.057 0.138
201810172030 -0.060 0.133
201810172036 -0.063 0.132
201810172042 -0.066 0.132
201810172048 -0.069 0.128
201810172054 -0.071 0.129
201810172100 -0.074 0.129
201810172106 -0.076 0.124
201810172112 -0.078 0.123
201810172118 -0.080 0.125
201810172124 -0.082 0.126
201810172130 -0.083 0.123
201810172136 -0.084 0.121
201810172142 -0.085 0.122
201810172148 -0.086 0.120
201810172154 -0.087 0.116
201810172200 -0.087 0.115
201810172206 -0.087 0.116
201810172212 -0.087 0.118
201810172218 -0.086 0.117
201810172224 -0.086 0.120
201810172230 -0.085 0.123
201810172236 -0.083 0.127
201810172242 -0.082 0.128
201810172248 -0.080 0.133
201810172254 -0.078 0.136
201810172300 -0.075 0.138
201810172306 -0.073 0.139
201810172312 -0.070 0.142
201810172318 -0.066 0.143
201810172324 -0.062 0.147
201810172330 -0.058 0.149
201810172336 -0.054 0.154
201810172342 -0.050 0.158
201810172348 -0.045 0.158
201810172354 -0.039 0.157
201810180000 -0.034 0.163
201810180006 -0.028 0.169
201810180012 -0.022 0.171
201810180018 -0.015 0.179
201810180024 -0.009 0.188
201810180030 -0.002 0.190
201810180036 0.005 0.199
201810180042 0.013 0.206
201810180048 0.020 0.214
201810180054 0.028 0.220
201810180100 0.036 0.228
201810180106 0.044 0.232
201810180112 0.052 0.242
201810180118 0.060 0.251
201810180124 0.068 0.260
201810180130 0.076 0.268
201810180136 0.085 0.277
201810180142 0.093 0.286
201810180148 0.101 0.296
201810180154 0.109 0.301
201810180200 0.117 0.310
201810180206 0.125 0.318
201810180212 0.133 0.320
201810180218 0.141 0.328
201810180224 0.148 0.338
201810180230 0.156 0.340
201810180236 0.163 0.345
201810180242 0.170 0.352
201810180248 0.176 0.360
